time,x,y,yaw
422.5,2.963550389093211e-14,1.5519040519671308e-30,-9.25899706450139e-16
422.52,2.963550403067446e-14,1.5519039225768356e-30,-9.259010710895432e-16
422.54,2.963550713996553e-14,1.5519010436868008e-30,-9.259040394549267e-16
422.56,2.963551080790276e-14,1.5518976475220736e-30,-9.25896443067201e-16
422.58,2.963551129462534e-14,1.5518971968654105e-30,-9.258973297174813e-16
422.6,2.963550833185148e-14,1.551899940094396e-30,-9.258974842861298e-16
422.62,2.963551037119518e-14,1.5518980518753126e-30,-9.258974654766408e-16
422.64,2.963551266318778e-14,1.5518959297243598e-30,-9.259015107358621e-16
422.66,2.963551970103564e-14,1.5518894134388452e-30,-9.258868460335249e-16
422.68,2.9635523874445907e-14,1.5518855493197134e-30,-9.258901068351837e-16
422.7,2.963552266672605e-14,1.5518866675317248e-30,-9.25890119203434e-16
422.72,2.9635526763407057e-14,1.5518828744262429e-30,-9.259083484913276e-16
422.74,2.9635529477367524e-14,1.5518803615259495e-30,-9.259062064907167e-16
422.76,2.963553071764038e-14,1.5518792131392622e-30,-9.259139102793145e-16
422.78,2.963553349953475e-14,1.5518766373365411e-30,-9.259092563589054e-16
422.8,2.963553543944525e-14,1.5518748411648133e-30,-9.25902416706766e-16
422.82,2.96355353413697e-14,1.5518749319664094e-30,-9.259079106102743e-16
422.84,2.963553505694786e-14,1.5518751953161867e-30,-9.259079790226428e-16
422.86,2.9635537956418997e-14,1.5518725106655226e-30,-9.25913118223996e-16
422.88,2.963554292145455e-14,1.5518679134384806e-30,-9.259205580996039e-16
422.9,2.9635545214350965e-14,1.551865790384272e-30,-9.25926014129553e-16
422.92,2.9635547645059616e-14,1.5518635397312719e-30,-9.25939386517794e-16
422.94,2.9635549493489705e-14,1.5518618282053045e-30,-9.25923340153775e-16
422.96,2.9635549993184816e-14,1.551861365527332e-30,-9.259232362399837e-16
422.98,2.963554965226971e-14,1.5518616811975212e-30,-9.259204473031115e-16
423.0,2.963555317287066e-14,1.5518584213936162e-30,-9.259168566145108e-16
423.02,2.963555544896565e-14,1.5518563139118034e-30,-9.259157109235138e-16
